time,Open,High,Low,Close,Volume,EMA9,EMA21,EMA50,EMA200,MACD,MACD_signal,MACD_hist,RSI14,Stoch_K,Stoch_D,BB_upper,BB_mid,BB_lower,BB_width,ATR14,OBV,body,upper_wick,lower_wick,is_bull,trend_ema
2026-03-13 11:00:00+00:00,5095.088,5097.714,5086.048,5090.212,2312,,,,,,,,,,,,,,,0.0,2312,4.875999999999294,2.6260000000002037,4.164000000000669,0,0
2026-03-13 11:15:00+00:00,5090.135,5097.451,5088.812,5095.091,1724,,,,,,,,,,,,,,,0.0,4036,4.956000000000131,2.3599999999996726,1.3230000000003201,1,0
2026-03-13 11:30:00+00:00,5095.017,5096.43,5092.048,5094.67,1662,,,,,,,,,,,,,,,0.0,2374,0.3469999999997526,1.4130000000004657,2.6220000000002983,0,0
2026-03-13 11:45:00+00:00,5094.53,5107.786,5092.002,5107.345,2147,,,,,,,,,,,,,,,0.0,4521,12.81500000000051,0.44099999999980355,2.527999999999338,1,0
2026-03-13 12:00:00+00:00,5107.254,5118.87,5107.075,5108.376,3302,,,,,,,,,,,,,,,0.0,7823,1.1220000000002983,10.493999999999687,0.1790000000000873,1,0
2026-03-13 12:15:00+00:00,5108.144,5115.257,5104.195,5113.406,2414,,,,,,,,,,,,,,,0.0,10237,5.261999999999716,1.850999999999658,3.949000000000524,1,0
2026-03-13 12:30:00+00:00,5113.635,5116.114,5108.041,5111.889,2902,,,,,,,,,,,,,,,0.0,7335,1.7460000000000946,2.4789999999993597,3.8479999999999563,0,0
2026-03-13 12:45:00+00:00,5111.82,5121.939,5110.734,5118.409,3316,,,,,,,,,,,,,,,0.0,10651,6.588999999999942,3.530000000000655,1.0859999999993306,1,0
2026-03-13 13:00:00+00:00,5118.11,5121.304,5109.973,5112.606,4116,5107.40123245056,,,,,,,,,,,,,,0.0,6535,5.503999999999905,3.1940000000004147,2.632999999999811,0,0
2026-03-13 13:15:00+00:00,5112.684,5115.389,5107.123,5108.537,2531,5107.628385960448,,,,,,,,,,,,,,0.0,4004,4.1469999999999345,2.7049999999999272,1.4140000000006694,0,0
2026-03-13 13:30:00+00:00,5108.996,5112.412,5096.248,5111.941,4813,5108.490908768359,,,,,,,,,,,,,,0.0,8817,2.944999999999709,0.4710000000004584,12.748000000000502,1,0
