time,Open,High,Low,Close,Volume,EMA9,EMA21,EMA50,EMA200,MACD,MACD_signal,MACD_hist,RSI14,Stoch_K,Stoch_D,BB_upper,BB_mid,BB_lower,BB_width,ATR14,OBV,body,upper_wick,lower_wick,is_bull,trend_ema
2026-03-06 02:00:00+00:00,5134.791,5138.386,5125.501,5128.814,5786,,,,,,,,,,,,,,,0.0,5786,5.976999999999862,3.5950000000002547,3.313000000000102,0,0
2026-03-06 02:30:00+00:00,5128.821,5132.017,5121.972,5126.426,4266,,,,,,,,,,,,,,,0.0,1520,2.394999999999527,3.1959999999999127,4.454000000000633,0,0
2026-03-06 03:00:00+00:00,5126.143,5141.449,5124.507,5136.723,4002,,,,,,,,,,,,,,,0.0,5522,10.579999999999927,4.725999999999658,1.636000000000422,1,0
2026-03-06 03:30:00+00:00,5136.718,5137.942,5128.885,5130.883,2646,,,,,,,,,,,,,,,0.0,2876,5.835000000000036,1.22400000000016,1.9979999999995925,0,0
2026-03-06 04:00:00+00:00,5131.201,5136.229,5127.355,5129.733,2234,,,,,,,,,,,,,,,0.0,642,1.4679999999998472,5.028000000000247,2.378000000000611,0,0
2026-03-06 04:30:00+00:00,5129.718,5135.717,5126.211,5127.725,2314,,,,,,,,,,,,,,,0.0,18446744073709549944,1.9929999999994834,5.998999999999796,1.5140000000001237,0,0
2026-03-06 05:00:00+00:00,5127.645,5130.014,5122.77,5129.436,2854,,,,,,,,,,,,,,,0.0,1182,1.7909999999992579,0.5780000000004293,4.875,1,0
2026-03-06 05:30:00+00:00,5129.903,5129.978,5113.994,5117.391,5048,,,,,,,,,,,,,,,0.0,18446744073709547750,12.512000000000626,0.0749999999998181,3.3969999999999345,0,0
2026-03-06 06:00:00+00:00,5117.088,5122.886,5109.161,5120.213,4008,5125.75960026368,,,,,,,,,,,,,,0.0,142,3.125,2.673000000000684,7.92699999999968,1,0
2026-03-06 06:30:00+00:00,5120.288,5122.856,5115.135,5115.559,3350,5123.719480210944,,,,,,,,,,,,,,0.0,18446744073709548408,4.72899999999936,2.568000000000211,0.42399999999997817,0,0
2026-03-06 07:00:00+00:00,5115.493,5119.7,5105.609,5114.737,3904,5121.922984168756,,,,,,,,,,,,,,0.0,18446744073709544504,0.7560000000003129,4.206999999999425,9.127999999999702,0,0
2026-03-06 07:30:00+00:00,5114.643,5120.686,5107.664,5119.349,3661,5121.408187335005,,,,,,,,,,,,,,0.0,18446744073709548165,4.706000000000131,1.3369999999995343,6.979000000000269,1,0
2026-03-06 08:00:00+00:00,5119.427,5123.246,5099.338,5100.693,4802,5117.265149868004,,,,,,,,,,,,,,0.0,18446744073709543363,18.73399999999947,3.8190000000004147,1.355000000000473,0,0
2026-03-06 08:30:00+00:00,5100.652,5113.626,5096.077,5108.295,3553,5115.471119894404,,,,,,,35.55231395702761,26.928502159922445,,,,,,12.896642857142849,18446744073709546916,7.643000000000029,5.331000000000131,4.574999999999818,1,0
2026-03-06 09:00:00+00:00,5108.347,5109.49,5091.827,5098.744,4431,5112.1256959155235,,,,,,,29.839989216024506,13.939381725846493,,,,,,13.237096938775471,18446744073709542485,9.603000000000065,1.143000000000029,6.916999999999462,0,0
2026-03-06 09:30:00+00:00,5098.671,5103.871,5083.331,5085.486,5396,5106.797756732419,,,,,,,24.060778341525193,3.707973433359311,14.858619106376082,,,,,13.758732871720076,18446744073709537089,13.1850000000004,5.199999999999818,2.1549999999997453,0,0
2026-03-06 10:00:00+00:00,5085.745,5093.075,5075.5,5087.552,5214,5102.9486053859355,,,,,,,26.451242336848395,19.301111431407833,12.316155530204545,,,,,14.031323380882913,18446744073709542303,1.806999999999789,5.523000000000138,10.24499999999989,1,0
2026-03-06 10:30:00+00:00,5087.476,5092.805,5081.065,5090.846,4372,5100.5280843087485,,,,,,,30.222691349985254,25.26964053417557,16.09290846631424,,,,,13.86765742510561,18446744073709546675,3.369999999999891,1.9590000000007421,6.411000000000058,1,0
2026-03-06 11:00:00+00:00,5090.985,5098.033,5080.125,5094.683,4769,5099.359067446999,,,,,,,34.43990279102961,31.856452496803406,25.475734820795605,,,,,14.156253323312379,18446744073709551444,3.69800000000032,3.350000000000364,10.859999999999673,1,0
2026-03-06 11:30:00+00:00,5094.608,5099.666,5062.355,5076.696,6068,5094.826453957599,,,,,,,26.388415750627175,21.19599757608039,26.107363535686456,5146.947108432982,5111.9992,5077.051291567019,1.3672892762964994,15.81016380021868,18446744073709545376,17.912000000000262,5.057999999999993,14.34100000000035,0,0
